contract,option_type,strike,expiry,date,open,high,low,market_price,volume,vwap,transactions,underlying_price,T,moneyness,log_moneyness,lower_bound,upper_bound,violates_bounds,IV
O:AAPL260513C00297500,call,297.5,2026-05-13,2026-05-12,0.28,0.95,0.28,0.65,67291,0.7473,13457,294.79998779296875,0.0027378507871321013,1.009158793483151,0.009117106078343748,0.0,294.79998779296875,False,0.2673176493451183
O:AAPL260513C00300000,call,300.0,2026-05-13,2026-05-11,0.87,0.87,0.24,0.31,12812,0.3837,1829,292.67999267578125,0.0054757015742642025,1.025010275753039,0.024702637665036414,0.0,292.67999267578125,False,0.2687519635260805
O:AAPL260513C00300000,call,300.0,2026-05-13,2026-05-12,0.35,0.45,0.21,0.26,54280,0.3272,6188,294.79998779296875,0.0027378507871321013,1.0176391194788077,0.01748535574886036,0.0,294.79998779296875,False,0.28273981047779984
O:AAPL260513C00302500,call,302.5,2026-05-13,2026-05-11,0.32,0.39,0.13,0.16,5422,0.1913,454,292.67999267578125,0.0054757015742642025,1.0335520280509811,0.03300144047973159,0.0,292.67999267578125,False,0.28414833796761846
O:AAPL260513C00302500,call,302.5,2026-05-13,2026-05-12,0.16,0.21,0.08,0.1,10896,0.1332,1286,294.79998779296875,0.0027378507871321013,1.0261194454744644,0.025784158563555457,0.0,294.79998779296875,False,0.29992716461088226
O:AAPL260513C00305000,call,305.0,2026-05-13,2026-05-11,0.34,0.34,0.08,0.09,9544,0.0998,440,292.67999267578125,0.0054757015742642025,1.042093780348923,0.041231939616246924,0.0,292.67999267578125,False,0.3037136852539465
O:AAPL260513C00305000,call,305.0,2026-05-13,2026-05-12,0.08,0.11,0.03,0.05,13024,0.073,897,294.79998779296875,0.0027378507871321013,1.0345997714701212,0.03401465770007093,0.0,294.79998779296875,False,0.33169788470480716
O:AAPL260513C00307500,call,307.5,2026-05-13,2026-05-11,0.15,0.23,0.04,0.06,769,0.074,99,292.67999267578125,0.0054757015742642025,1.050635532646865,0.04939525025540794,0.0,292.67999267578125,False,0.3300648022106608
O:AAPL260513C00307500,call,307.5,2026-05-13,2026-05-12,0.05,0.06,0.01,0.02,1584,0.0277,238,294.79998779296875,0.0027378507871321013,1.043080097465778,0.042177968339231875,0.0,294.79998779296875,False,0.34919639629733085
O:AAPL260513C00310000,call,310.0,2026-05-13,2026-05-11,0.12,0.12,0.02,0.03,1718,0.0423,150,292.67999267578125,0.0054757015742642025,1.0591772849448071,0.057492460488027385,0.0,292.67999267578125,False,0.3404190195294002
O:AAPL260513P00262500,put,262.5,2026-05-13,2026-05-11,0.02,0.04,0.02,0.02,26,0.0215,11,292.67999267578125,0.0054757015742642025,0.8968839912839092,-0.1088287549594862,0.0,262.4425114295052,False,0.57689460924391
O:AAPL260513P00262500,put,262.5,2026-05-13,2026-05-12,0.01,0.03,0.01,0.02,21,0.0186,17,294.79998779296875,0.0027378507871321013,0.8904342295439568,-0.1160460368756622,0.0,262.4712541408013,False,0.8626642409962922
O:AAPL260513P00265000,put,265.0,2026-05-13,2026-05-11,0.08,0.08,0.01,0.03,190,0.0311,25,292.67999267578125,0.0054757015742642025,0.9054257435818512,-0.09935001100494235,0.0,264.94196391931,False,0.5575171716754441
O:AAPL260513P00267500,put,267.5,2026-05-13,2026-05-11,0.09,0.09,0.02,0.02,13,0.06,12,292.67999267578125,0.0054757015742642025,0.9139674958797932,-0.08996027065510336,0.0,267.4414164091148,False,0.486851794970428
O:AAPL260513P00267500,put,267.5,2026-05-13,2026-05-12,0.03,0.03,0.01,0.02,1388,0.01,55,294.79998779296875,0.0027378507871321013,0.9073948815352703,-0.0971775525712794,0.0,267.4707066006261,False,0.7361154121653625
O:AAPL260513P00270000,put,270.0,2026-05-13,2026-05-11,0.13,0.13,0.02,0.04,279,0.0572,72,292.67999267578125,0.0054757015742642025,0.9225092481777352,-0.08065787799278985,0.0,269.94086889891963,False,0.4814547001198518
O:AAPL260513P00272500,put,272.5,2026-05-13,2026-05-11,0.2,0.2,0.05,0.07,109,0.0746,29,292.67999267578125,0.0054757015742642025,0.9310510004756771,-0.07144122288786589,0.0,272.44032138872444,False,0.46919172486128674
O:AAPL260513P00275000,put,275.0,2026-05-13,2026-05-11,0.16,0.17,0.06,0.07,622,0.0891,85,292.67999267578125,0.0054757015742642025,0.9395927527736192,-0.06230873932459327,0.0,274.93977387852925,False,0.4177169905440766
O:AAPL260513P00277500,put,277.5,2026-05-13,2026-05-11,0.24,0.24,0.08,0.08,325,0.1192,70,292.67999267578125,0.0054757015742642025,0.9481345050715612,-0.0532589038046754,0.0,277.43922636833406,False,0.3739128533653599
O:AAPL260513P00277500,put,277.5,2026-05-13,2026-05-12,0.07,0.09,0.02,0.03,747,0.0424,131,294.79998779296875,0.0027378507871321013,0.9413161855178972,-0.060476185720851415,0.0,277.4696115202757,False,0.5089661057276641
O:AAPL260513P00280000,put,280.0,2026-05-13,2026-05-11,0.3,0.33,0.11,0.13,2206,0.1924,229,292.67999267578125,0.0054757015742642025,0.9566762573695031,-0.04429023382191502,0.0,279.93867885813887,False,0.3502299511938747
O:AAPL260513P00280000,put,280.0,2026-05-13,2026-05-12,0.14,0.14,0.03,0.03,2936,0.0665,298,294.79998779296875,0.0027378507871321013,0.9497965115135539,-0.05150751573809101,0.0,279.96933775018806,False,0.4427153904658202
O:AAPL260513P00282500,put,282.5,2026-05-13,2026-05-11,0.43,0.55,0.18,0.2,1845,0.31,369,292.67999267578125,0.0054757015742642025,0.9652180096674451,-0.035401286404669025,0.0,282.4381313479437,False,0.3208822427607561
O:AAPL260513P00282500,put,282.5,2026-05-13,2026-05-12,0.15,0.19,0.04,0.04,1275,0.0864,297,294.79998779296875,0.0027378507871321013,0.9582768375092107,-0.04261856832084498,0.0,282.4690639801005,False,0.3918521667214446
O:AAPL260513P00285000,put,285.0,2026-05-13,2026-05-11,0.72,0.89,0.28,0.33,3265,0.5086,910,292.67999267578125,0.0054757015742642025,0.9737597619653872,-0.02659065672251405,0.0,284.9375838377485,False,0.2940708942366459
O:AAPL260513P00285000,put,285.0,2026-05-13,2026-05-12,0.2,0.29,0.06,0.07,4984,0.1632,690,294.79998779296875,0.0027378507871321013,0.9667571635048674,-0.03380793863869008,0.0,284.96879021001286,False,0.3532559422616286
O:AAPL260513P00287500,put,287.5,2026-05-13,2026-05-11,1.04,1.49,0.5,0.6,4720,1.0552,903,292.67999267578125,0.0054757015742642025,0.9823015142633291,-0.017856976753759475,0.0,287.4370363275533,False,0.27402910290457577
O:AAPL260513P00287500,put,287.5,2026-05-13,2026-05-12,0.53,0.55,0.12,0.15,11178,0.2965,1665,294.79998779296875,0.0027378507871321013,0.9752374895005241,-0.025074258669935474,0.0,287.4685164399252,False,0.32425629102585196
O:AAPL260513P00290000,put,290.0,2026-05-13,2026-05-11,1.76,2.45,0.96,1.15,5964,1.6161,1610,292.67999267578125,0.0054757015742642025,0.9908432665612711,-0.009198914010644927,0.0,289.9364888173581,False,0.26303957851068277
O:AAPL260513P00290000,put,290.0,2026-05-13,2026-05-12,0.9,1.14,0.28,0.31,28748,0.5981,3927,294.79998779296875,0.0027378507871321013,0.9837178154961809,-0.01641619592682089,0.0,289.96824266983765,False,0.2896855471628393
O:AAPL260513P00292500,put,292.5,2026-05-13,2026-05-11,2.8,3.8,1.75,2.2,3900,2.5558,873,292.67999267578125,0.0054757015742642025,0.9993850188592132,-0.0006151703192533717,0.0,292.4359413071629,False,0.2686272675815147
O:AAPL260513P00292500,put,292.5,2026-05-13,2026-05-12,1.7,2.06,0.68,0.76,22294,1.2676,4760,294.79998779296875,0.0027378507871321013,0.9921981414918376,-0.007832452235429414,0.0,292.46796889975,False,0.27310034333338923
O:AAPL260513P00295000,put,295.0,2026-05-13,2026-05-11,4.64,5.58,3.0,3.6,687,4.1609,93,292.67999267578125,0.0054757015742642025,1.0079267711571551,0.007895519348655239,2.2554011211864804,294.93539379696773,False,0.26499655668578487
O:AAPL260513P00295000,put,295.0,2026-05-13,2026-05-12,3.35,3.75,1.56,1.8,12600,2.2451,1809,294.79998779296875,0.0027378507871321013,1.0006784674874942,0.0006782374324791185,0.1677073366936952,294.96769512966245,False,0.27858765432703203
O:AAPL260513P00297500,put,297.5,2026-05-13,2026-05-11,6.11,7.41,4.98,5.4,95,6.1263,25,292.67999267578125,0.0054757015742642025,1.0164685234550972,0.016334387994519944,4.75485361099129,297.43484628677254,False,0.26112171731020944
O:AAPL260513P00297500,put,297.5,2026-05-13,2026-05-12,5.2,5.3,3.25,3.5,363,4.0423,123,294.79998779296875,0.0027378507871321013,1.009158793483151,0.009117106078343748,2.6674335666060642,297.4674213595748,False,0.30278293997386563
O:AAPL260513P00300000,put,300.0,2026-05-13,2026-05-11,9.17,9.56,7.47,8.32,69,8.5019,11,292.67999267578125,0.0054757015742642025,1.025010275753039,0.024702637665036414,7.2543061007961,299.93429877657735,False,0.4097591662901262
O:AAPL260513P00300000,put,300.0,2026-05-13,2026-05-12,7.0,7.75,5.44,5.5,112,5.9929,57,294.79998779296875,0.0027378507871321013,1.0176391194788077,0.01748535574886036,5.16715979651849,299.96714758948724,False,0.30497323738333115
O:AAPL260513P00302500,put,302.5,2026-05-13,2026-05-11,9.69,10.3,9.69,10.3,2,9.995,2,292.67999267578125,0.0054757015742642025,1.0335520280509811,0.03300144047973159,9.75375859060091,302.43375126638216,False,0.3895177596867368
O:AAPL260513P00302500,put,302.5,2026-05-13,2026-05-12,9.5,9.5,9.5,9.5,7,9.5,3,294.79998779296875,0.0027378507871321013,1.0261194454744644,0.025784158563555457,7.666886026430859,302.4668738193996,False,0.755035456840428
O:AAPL260513P00305000,put,305.0,2026-05-13,2026-05-11,13.08,13.57,13.08,13.57,12,13.325,2,292.67999267578125,0.0054757015742642025,1.042093780348923,0.041231939616246924,12.25321108040572,304.93320375618697,False,0.6072347975561395
O:AAPL260513P00305000,put,305.0,2026-05-13,2026-05-12,11.81,11.81,11.81,11.81,1,11.81,1,294.79998779296875,0.0027378507871321013,1.0345997714701212,0.03401465770007093,10.166612256343228,304.966600049312,False,0.8352636847031978
O:AAPL260513P00307500,put,307.5,2026-05-13,2026-05-11,14.84,16.31,14.84,16.31,20,15.575,2,292.67999267578125,0.0054757015742642025,1.050635532646865,0.04939525025540794,14.75266357021053,307.4326562459918,False,0.7233068764528964
O:AAPL260515C00262500,call,262.5,2026-05-15,2026-05-14,35.6,36.54,35.6,35.75,39,36.1031,30,298.2099914550781,0.0027378507871321013,0.8802521965114726,-0.12754682562322386,35.73873731427682,298.2099914550781,False,0.8840220960812617
O:AAPL260515C00265000,call,265.0,2026-05-15,2026-05-12,28.25,30.45,27.96,30.45,58,29.1184,33,294.79998779296875,0.008213552361396304,0.8989145555396135,-0.10656729292111843,29.887037147527906,294.79998779296875,False,0.780042773233081
O:AAPL260515C00265000,call,265.0,2026-05-15,2026-05-13,31.35,35.29,31.19,33.95,92,33.9783,29,298.8699951171875,0.0054757015742642025,0.8866731499630567,-0.12027885391282465,33.92803119787749,298.8699951171875,False,0.6359831880003157
O:AAPL260515C00267500,call,267.5,2026-05-15,2026-05-12,25.75,27.58,25.75,27.58,23,26.8491,16,294.79998779296875,0.008213552361396304,0.9073948815352703,-0.0971775525712794,27.387858367853937,294.79998779296875,False,0.584857802271551
O:AAPL260515C00267500,call,267.5,2026-05-15,2026-05-13,29.35,32.5,28.8,31.99,31,31.4987,9,298.8699951171875,0.0054757015742642025,0.895037991000444,-0.11088911356298561,31.428578708072678,298.8699951171875,False,0.9813596809924362
O:AAPL260515C00267500,call,267.5,2026-05-15,2026-05-14,30.09,31.6,29.0,30.75,66,30.1941,37,298.2099914550781,0.0027378507871321013,0.8970189050164531,-0.10867834131884097,30.739284854452023,298.2099914550781,False,0.7609068456452192
O:AAPL260515C00272500,call,272.5,2026-05-15,2026-05-11,20.09,21.0,18.55,20.5,96,19.2636,18,292.67999267578125,0.010951403148528405,0.9310510004756771,-0.07144122288786589,20.299336828473145,292.67999267578125,False,0.39754156505924193
O:AAPL260515C00272500,call,272.5,2026-05-15,2026-05-12,20.88,22.5,20.88,22.47,35,22.024,18,294.79998779296875,0.008213552361396304,0.9243555335265837,-0.07865850480404185,22.389500808506,294.79998779296875,False,0.42475234699926434
O:AAPL260515C00272500,call,272.5,2026-05-15,2026-05-13,24.76,28.0,22.87,26.65,37,26.7716,15,298.8699951171875,0.0054757015742642025,0.9117676730752187,-0.0923700657957481,26.429673728463058,298.8699951171875,False,0.7015431450580799
O:AAPL260515C00272500,call,272.5,2026-05-15,2026-05-14,26.2,26.66,23.5,26.24,39,26.031,29,298.2099914550781,0.0027378507871321013,0.9137856135214335,-0.09015929355160347,25.73983239462723,298.2099914550781,False,1.148872108517114
O:AAPL260515C00275000,call,275.0,2026-05-15,2026-05-11,17.42,19.05,15.93,17.9,1753,17.3392,321,292.67999267578125,0.010951403148528405,0.9395927527736192,-0.06230873932459327,17.800431728956596,292.67999267578125,False,0.31351339386101124
O:AAPL260515C00275000,call,275.0,2026-05-15,2026-05-13,18.25,25.73,18.25,24.2,510,22.4224,144,298.8699951171875,0.0054757015742642025,0.920132514112606,-0.08323758223247557,23.93022123865825,298.8699951171875,False,0.6696006566018672
O:AAPL260515C00277500,call,277.5,2026-05-15,2026-05-11,15.65,16.14,13.7,15.55,103,14.8928,45,292.67999267578125,0.010951403148528405,0.9481345050715612,-0.0532589038046754,15.30152662943999,292.67999267578125,False,0.32839896141650404
O:AAPL260515C00277500,call,277.5,2026-05-15,2026-05-12,16.2,17.53,15.85,17.53,58,16.6707,22,294.79998779296875,0.008213552361396304,0.9413161855178972,-0.060476185720851415,17.391143249158063,294.79998779296875,False,0.37320544953751233
O:AAPL260515C00277500,call,277.5,2026-05-15,2026-05-13,18.05,23.15,17.96,21.83,73,21.1721,32,298.8699951171875,0.0054757015742642025,0.9284973551499933,-0.07418774671255765,21.43076874885344,298.8699951171875,False,0.6632733111509165
O:AAPL260515C00277500,call,277.5,2026-05-15,2026-05-14,22.6,22.6,20.0,20.82,81,21.1614,40,298.2099914550781,0.0027378507871321013,0.9305523220264139,-0.07197697446841306,20.740379934802434,298.2099914550781,False,0.6781741933532878
O:AAPL260515C00280000,call,280.0,2026-05-15,2026-05-11,13.04,14.1,11.16,13.14,1171,12.5135,334,292.67999267578125,0.010951403148528405,0.9566762573695031,-0.04429023382191502,12.802621529923385,292.67999267578125,False,0.3057660692185394
O:AAPL260515C00280000,call,280.0,2026-05-15,2026-05-12,13.7,15.5,13.39,14.97,3338,14.6766,294,294.79998779296875,0.008213552361396304,0.9497965115135539,-0.05150751573809101,14.891964469484094,294.79998779296875,False,0.29584142830042887
O:AAPL260515C00280000,call,280.0,2026-05-15,2026-05-13,14.0,21.0,13.7,19.42,2427,18.1165,441,298.8699951171875,0.0054757015742642025,0.9368621961873806,-0.06521907672979725,18.93131625904863,298.8699951171875,False,0.6294755881526936
