contract,option_type,strike,expiry,date,open,high,low,market_price,volume,vwap,transactions,underlying_price,T,moneyness,log_moneyness,lower_bound,upper_bound,violates_bounds,IV
O:AAPL260529C00315000,call,315.0,2026-05-29,2026-05-22,0.62,1.8,0.57,1.0,30597,1.2175,3198,308.82000732421875,0.019164955509924708,1.0200116330846827,0.019814032216126383,0.0,308.82000732421875,False,0.1804727555698405
O:AAPL260529C00315000,call,315.0,2026-05-29,2026-05-26,1.0,1.57,0.42,0.51,24783,0.9875,3830,308.3299865722656,0.008213552361396304,1.0216327107910768,0.021402044400446237,0.0,308.3299865722656,False,0.22703538985380456
O:AAPL260529C00315000,call,315.0,2026-05-29,2026-05-27,0.44,1.62,0.4,0.71,55257,1.0656,8826,310.8500061035156,0.0054757015742642025,1.013350470693259,0.013262138475364312,0.0,310.8500061035156,False,0.2344858450410165
O:AAPL260529C00315000,call,315.0,2026-05-29,2026-05-28,0.56,0.87,0.19,0.54,83475,0.4983,13660,312.510009765625,0.0027378507871321013,1.0079677135341758,0.007936138912166352,0.0,312.510009765625,False,0.22119165257516205
O:AAPL260529C00317500,call,317.5,2026-05-29,2026-05-15,0.73,1.22,0.66,0.74,112,1.0085,28,300.2300109863281,0.038329911019849415,1.057522527334745,0.0559289341556055,0.0,300.2300109863281,False,0.22769843079398203
O:AAPL260529C00317500,call,317.5,2026-05-29,2026-05-18,0.74,0.74,0.31,0.36,39,0.4315,15,297.8399963378906,0.030116358658453114,1.0660086083260816,0.06392140106384428,0.0,297.8399963378906,False,0.23850989229041147
O:AAPL260529C00317500,call,317.5,2026-05-29,2026-05-19,0.38,0.51,0.25,0.28,123,0.378,31,298.9700012207031,0.02737850787132101,1.061979458486264,0.06013458034102914,0.0,298.9700012207031,False,0.22578467819915443
O:AAPL260529C00317500,call,317.5,2026-05-29,2026-05-20,0.4,0.45,0.27,0.36,138,0.3554,25,302.25,0.024640657084188913,1.0504549214226633,0.04922332883784421,0.0,302.25,False,0.21513221283964284
O:AAPL260529C00317500,call,317.5,2026-05-29,2026-05-21,0.25,0.37,0.23,0.34,1111,0.3283,92,304.989990234375,0.02190280629705681,1.0410177716193618,0.0401988611675752,0.0,304.989990234375,False,0.1926001067010398
O:AAPL260529C00317500,call,317.5,2026-05-29,2026-05-22,0.45,1.1,0.45,0.6,17000,0.7709,3018,308.82000732421875,0.019164955509924708,1.0281069635059896,0.0277192117232396,0.0,308.82000732421875,False,0.1846118452923111
O:AAPL260529C00317500,call,317.5,2026-05-29,2026-05-26,0.64,0.93,0.23,0.27,5026,0.6039,1136,308.3299865722656,0.008213552361396304,1.0297409069084662,0.02930722390755946,0.0,308.3299865722656,False,0.23583303480377257
O:AAPL260529C00317500,call,317.5,2026-05-29,2026-05-27,0.24,0.84,0.18,0.31,16169,0.5017,2977,310.8500061035156,0.0054757015742642025,1.0213929347463802,0.02116731798247763,0.0,310.8500061035156,False,0.23643341880349678
O:AAPL260529C00317500,call,317.5,2026-05-29,2026-05-28,0.24,0.35,0.07,0.19,36759,0.1499,2857,312.510009765625,0.0027378507871321013,1.0159674572923836,0.01584131841927966,0.0,312.510009765625,False,0.23698762346451915
O:AAPL260529P00265000,put,265.0,2026-05-29,2026-05-11,0.63,0.69,0.55,0.6,85,0.6034,42,292.67999267578125,0.049281314168377825,0.9054257435818512,-0.09935001100494235,0.0,264.47813260502704,False,0.31032797249337846
O:AAPL260529P00265000,put,265.0,2026-05-29,2026-05-12,0.55,0.55,0.45,0.45,195,0.4911,31,294.79998779296875,0.04654346338124572,0.8989145555396135,-0.10656729292111843,0.0,264.5070982576121,False,0.3156620879778543
O:AAPL260529P00265000,put,265.0,2026-05-29,2026-05-13,0.42,0.42,0.32,0.34,191,0.3817,38,298.8699951171875,0.04380561259411362,0.8866731499630567,-0.12027885391282465,0.0,264.5360670825162,False,0.33761750093402554
O:AAPL260529P00265000,put,265.0,2026-05-29,2026-05-14,0.33,0.34,0.27,0.28,55,0.2956,21,298.2099914550781,0.04106776180698152,0.8886355507639628,-0.11806808166868005,0.0,264.5650390800868,False,0.3311274959591342
O:AAPL260529P00265000,put,265.0,2026-05-29,2026-05-15,0.33,0.33,0.2,0.2,306,0.2679,47,300.2300109863281,0.038329911019849415,0.8826565976179762,-0.1248190581909186,0.0,264.5940142506715,False,0.3376878792341049
O:AAPL260529P00265000,put,265.0,2026-05-29,2026-05-18,0.2,0.24,0.17,0.19,145,0.2166,33,297.8399963378906,0.030116358658453114,0.8897394683666507,-0.11682659128267987,0.0,264.6809588039846,False,0.35710581667070457
O:AAPL260529P00265000,put,265.0,2026-05-29,2026-05-19,0.2,0.2,0.12,0.12,55,0.1407,18,298.9700012207031,0.02737850787132101,0.8863765559019211,-0.1206134120054951,0.0,264.7099466701007,False,0.35709085603370233
O:AAPL260529P00265000,put,265.0,2026-05-29,2026-05-20,0.12,0.12,0.09,0.09,57,0.0944,13,302.25,0.024640657084188913,0.8767576509511993,-0.13152466350867992,0.0,264.7389377109687,False,0.38789369816635894
O:AAPL260529P00265000,put,265.0,2026-05-29,2026-05-21,0.09,0.09,0.03,0.05,335,0.0543,25,304.989990234375,0.02190280629705681,0.8688809747374201,-0.14054913117894896,0.0,264.76793192693634,False,0.4027533250676287
O:AAPL260529P00265000,put,265.0,2026-05-29,2026-05-22,0.03,0.04,0.01,0.03,232,0.0231,28,308.82000732421875,0.019164955509924708,0.8581050246585424,-0.15302878062328462,0.0,264.7969293183513,False,0.4363747149649862
O:AAPL260529P00267500,put,267.5,2026-05-29,2026-05-11,0.79,0.82,0.63,0.74,139,0.7255,45,292.67999267578125,0.049281314168377825,0.9139674958797932,-0.08996027065510336,0.0,266.973209327716,False,0.3028696888173826
O:AAPL260529P00267500,put,267.5,2026-05-29,2026-05-12,0.58,0.58,0.55,0.55,5,0.566,4,294.79998779296875,0.04654346338124572,0.9073948815352703,-0.0971775525712794,0.0,267.0024482411744,False,0.30697865449967204
O:AAPL260529P00267500,put,267.5,2026-05-29,2026-05-13,0.49,0.5,0.36,0.36,33,0.4561,6,298.8699951171875,0.04380561259411362,0.895037991000444,-0.11088911356298561,0.0,267.03169035687955,False,0.31974124442100077
O:AAPL260529P00267500,put,267.5,2026-05-29,2026-05-14,0.38,0.38,0.32,0.34,13,0.3523,9,298.2099914550781,0.04106776180698152,0.8970189050164531,-0.10867834131884097,0.0,267.06093567518195,False,0.3211937198924457
O:AAPL260529P00267500,put,267.5,2026-05-29,2026-05-15,0.27,0.27,0.27,0.27,6,0.27,1,300.2300109863281,0.038329911019849415,0.8909835466521081,-0.11542931784107952,0.0,267.0901841964325,False,0.33358250353842117
O:AAPL260529P00267500,put,267.5,2026-05-29,2026-05-18,0.24,0.29,0.23,0.23,6,0.2633,6,297.8399963378906,0.030116358658453114,0.8981332369361474,-0.10743685093284085,0.0,267.17794898138067,False,0.3443817053084558
O:AAPL260529P00267500,put,267.5,2026-05-29,2026-05-19,0.2,0.2,0.15,0.15,9,0.1733,6,298.9700012207031,0.02737850787132101,0.8947385988821279,-0.11122367165565604,0.0,267.20721031793187,False,0.34525125252415545
O:AAPL260529P00267500,put,267.5,2026-05-29,2026-05-20,0.12,0.12,0.1,0.1,9,0.1167,5,302.25,0.024640657084188913,0.8850289495450786,-0.1221349231588408,0.0,267.23647485918536,False,0.36945210487343955
O:AAPL260529P00267500,put,267.5,2026-05-29,2026-05-21,0.07,0.07,0.07,0.07,3,0.07,2,304.989990234375,0.02190280629705681,0.8770779650651317,-0.13115939082910982,0.0,267.26574260549233,False,0.3958228350883614
O:AAPL260529P00267500,put,267.5,2026-05-29,2026-05-22,0.03,0.03,0.03,0.03,23,0.03,3,308.82000732421875,0.019164955509924708,0.8662003550798495,-0.14363904027344554,0.0,267.2950135572037,False,0.4124102210065709
O:AAPL260529P00270000,put,270.0,2026-05-29,2026-05-11,0.92,1.04,0.76,0.85,314,0.9561,81,292.67999267578125,0.049281314168377825,0.9225092481777352,-0.08065787799278985,0.0,269.4682860504049,False,0.2898040734763604
O:AAPL260529P00270000,put,270.0,2026-05-29,2026-05-12,0.76,0.78,0.64,0.65,1018,0.7338,174,294.79998779296875,0.04654346338124572,0.915875207530927,-0.08787515990896587,0.0,269.4977982247368,False,0.29575647897802
O:AAPL260529P00270000,put,270.0,2026-05-29,2026-05-13,0.67,0.67,0.44,0.45,361,0.5528,68,298.8699951171875,0.04380561259411362,0.9034028320378313,-0.1015867209006721,0.0,269.5273136312429,False,0.3121959835540572
O:AAPL260529P00270000,put,270.0,2026-05-29,2026-05-14,0.38,0.54,0.37,0.39,132,0.4621,36,298.2099914550781,0.04106776180698152,0.9054022592689432,-0.09937594865652752,0.0,269.55683227027714,False,0.3074172120157247
O:AAPL260529P00270000,put,270.0,2026-05-29,2026-05-15,0.42,0.43,0.27,0.28,192,0.3186,55,300.2300109863281,0.038329911019849415,0.8993104956862399,-0.10612692517876608,0.0,269.58635414219356,False,0.31360879489498483
O:AAPL260529P00270000,put,270.0,2026-05-29,2026-05-18,0.27,0.36,0.24,0.27,601,0.2816,99,297.8399963378906,0.030116358658453114,0.9065270055056441,-0.09813445827052734,0.0,269.6749391587768,False,0.3294048054130152
O:AAPL260529P00270000,put,270.0,2026-05-29,2026-05-19,0.24,0.24,0.17,0.17,2116,0.1998,157,298.9700012207031,0.02737850787132101,0.9031006418623347,-0.10192127899334251,0.0,269.704473965763,False,0.32763131251303484
O:AAPL260529P00270000,put,270.0,2026-05-29,2026-05-20,0.15,0.15,0.11,0.11,256,0.1387,61,302.25,0.024640657084188913,0.8933002481389578,-0.1128325304965273,0.0,269.73401200740204,False,0.3501609716355244
O:AAPL260529P00270000,put,270.0,2026-05-29,2026-05-21,0.11,0.11,0.04,0.07,320,0.0734,37,304.989990234375,0.02190280629705681,0.8852749553928432,-0.12185699816679632,0.0,269.7635532840483,False,0.3713206844759132
O:AAPL260529P00270000,put,270.0,2026-05-29,2026-05-22,0.06,0.06,0.03,0.03,208,0.0349,33,308.82000732421875,0.019164955509924708,0.8742956855011564,-0.1343366476111321,0.0,269.79309779605603,False,0.38855030913794664
O:AAPL260529P00272500,put,272.5,2026-05-29,2026-05-11,1.19,1.22,0.96,1.08,76,1.0999,63,292.67999267578125,0.049281314168377825,0.9310510004756771,-0.07144122288786589,0.0,271.9633627730939,False,0.2845831764549406
O:AAPL260529P00272500,put,272.5,2026-05-29,2026-05-12,0.88,0.88,0.77,0.81,1535,0.8093,80,294.79998779296875,0.04654346338124572,0.9243555335265837,-0.07865850480404185,0.0,271.9931482082992,False,0.2882187326977156
O:AAPL260529P00272500,put,272.5,2026-05-29,2026-05-13,0.67,0.71,0.52,0.53,51,0.6767,21,298.8699951171875,0.04380561259411362,0.9117676730752187,-0.0923700657957481,0.0,272.0229369056063,False,0.3005578450678561
O:AAPL260529P00272500,put,272.5,2026-05-29,2026-05-14,0.5,0.5,0.48,0.48,102,0.4804,10,298.2099914550781,0.04106776180698152,0.9137856135214335,-0.09015929355160347,0.0,272.0527288653723,False,0.2978282526704658
O:AAPL260529P00272500,put,272.5,2026-05-29,2026-05-15,0.38,0.39,0.33,0.34,55,0.3507,8,300.2300109863281,0.038329911019849415,0.9076374447203718,-0.09691027007384204,0.0,272.0825240879546,False,0.3026626634090889
O:AAPL260529P00272500,put,272.5,2026-05-29,2026-05-18,0.29,0.4,0.28,0.4,21,0.3519,14,297.8399963378906,0.030116358658453114,0.9149207740751408,-0.08891780316560334,0.0,272.17192933617287,False,0.3294749017934797
O:AAPL260529P00272500,put,272.5,2026-05-29,2026-05-19,0.28,0.28,0.22,0.23,5,0.236,4,298.9700012207031,0.02737850787132101,0.9114626848425416,-0.09270462388841849,0.0,272.20173761359416,False,0.31961290000404813
O:AAPL260529P00272500,put,272.5,2026-05-29,2026-05-20,0.19,0.19,0.19,0.19,1,0.19,1,302.25,0.024640657084188913,0.901571546732837,-0.10361587539160333,0.0,272.2315491556188,False,0.35582530066492024
O:AAPL260529P00272500,put,272.5,2026-05-29,2026-05-21,0.1,0.12,0.08,0.08,25,0.0992,9,304.989990234375,0.02190280629705681,0.8934719457205547,-0.11264034306187234,0.0,272.2613639626043,False,0.3533561431563475
O:AAPL260529P00272500,put,272.5,2026-05-29,2026-05-22,0.05,0.05,0.03,0.04,166,0.0463,32,308.82000732421875,0.019164955509924708,0.8823910159224635,-0.12511999250620803,0.0,272.29118203490845,False,0.3773519653295636
O:AAPL260529P00272500,put,272.5,2026-05-29,2026-05-26,0.04,0.05,0.01,0.02,108,0.0208,22,308.3299865722656,0.008213552361396304,0.8837933767954552,-0.12353198032188814,0.0,272.41048698446275,False,0.5250669361755583
O:AAPL260529P00275000,put,275.0,2026-05-29,2026-05-11,1.31,1.55,1.13,1.41,242,1.319,74,292.67999267578125,0.049281314168377825,0.9395927527736192,-0.06230873932459327,0.0,274.4584394957828,False,0.28241112457302414
O:AAPL260529P00275000,put,275.0,2026-05-29,2026-05-12,1.15,1.15,0.95,0.95,400,1.0337,44,294.79998779296875,0.04654346338124572,0.9328358595222405,-0.06952602124076933,0.0,274.4884981918616,False,0.27582243897680403
O:AAPL260529P00275000,put,275.0,2026-05-29,2026-05-13,0.81,0.88,0.62,0.62,2816,0.6442,74,298.8699951171875,0.04380561259411362,0.920132514112606,-0.08323758223247557,0.0,274.5185601799696,False,0.28809827762961615
O:AAPL260529P00275000,put,275.0,2026-05-29,2026-05-14,0.62,0.8,0.55,0.57,198,0.6702,45,298.2099914550781,0.04106776180698152,0.9221689677739237,-0.081026809988331,0.0,274.54862546046746,False,0.28558310085933925
O:AAPL260529P00275000,put,275.0,2026-05-29,2026-05-15,0.67,0.67,0.34,0.39,168,0.408,57,300.2300109863281,0.038329911019849415,0.9159643937545036,-0.08777778651056958,0.0,274.57869403371564,False,0.28790346346558593
O:AAPL260529P00275000,put,275.0,2026-05-29,2026-05-18,0.36,0.55,0.35,0.39,437,0.4543,85,297.8399963378906,0.030116358658453114,0.9233145426446375,-0.07978531960233082,0.0,274.66891951356894,False,0.30103584545617246
O:AAPL260529P00275000,put,275.0,2026-05-29,2026-05-19,0.4,0.4,0.24,0.24,100,0.3024,55,298.9700012207031,0.02737850787132101,0.9198247278227484,-0.08357214032514594,0.0,274.6990012614253,False,0.2961848375143976
O:AAPL260529P00275000,put,275.0,2026-05-29,2026-05-20,0.32,0.32,0.14,0.17,347,0.205,57,302.25,0.024640657084188913,0.9098428453267163,-0.09448339182833072,0.0,274.72908630383546,False,0.3234001210498684
O:AAPL260529P00275000,put,275.0,2026-05-29,2026-05-21,0.23,0.23,0.09,0.13,133,0.1168,38,304.989990234375,0.02190280629705681,0.9016689360482661,-0.10350785949859985,0.0,274.7591746411603,False,0.35341269053856267
O:AAPL260529P00275000,put,275.0,2026-05-29,2026-05-22,0.17,0.17,0.04,0.04,468,0.0583,43,308.82000732421875,0.019164955509924708,0.8904863463437706,-0.11598750894293544,0.0,274.7892662737608,False,0.3529969529497153
O:AAPL260529P00275000,put,275.0,2026-05-29,2026-05-27,0.02,0.02,0.01,0.02,88,0.0127,14,310.8500061035156,0.0054757015742642025,0.8846710458433213,-0.12253940268369748,0.0,274.93977387852925,False,0.6373677041292346
O:AAPL260529P00277500,put,277.5,2026-05-29,2026-05-11,1.92,1.92,1.47,1.69,82,1.6246,44,292.67999267578125,0.049281314168377825,0.9481345050715612,-0.0532589038046754,0.0,276.95351621847175,False,0.2725942559542193
O:AAPL260529P00277500,put,277.5,2026-05-29,2026-05-12,1.35,1.37,1.17,1.17,15,1.292,12,294.79998779296875,0.04654346338124572,0.9413161855178972,-0.060476185720851415,0.0,276.98384817542393,False,0.26703929721514136
O:AAPL260529P00277500,put,277.5,2026-05-29,2026-05-13,1.17,1.17,0.74,0.79,311,0.7879,23,298.8699951171875,0.04380561259411362,0.9284973551499933,-0.07418774671255765,0.0,277.01418345433297,False,0.281506194344248
O:AAPL260529P00277500,put,277.5,2026-05-29,2026-05-14,0.73,0.85,0.73,0.79,15,0.824,12,298.2099914550781,0.04106776180698152,0.9305523220264139,-0.07197697446841306,0.0,277.0445220555626,False,0.28430020772261283
O:AAPL260529P00277500,put,277.5,2026-05-29,2026-05-15,0.65,0.65,0.44,0.48,67,0.5118,25,300.2300109863281,0.038329911019849415,0.9242913427886355,-0.07872795099065162,0.0,277.07486397947673,False,0.27705338304599036
O:AAPL260529P00277500,put,277.5,2026-05-29,2026-05-18,0.6,0.72,0.51,0.51,283,0.6172,37,297.8399963378906,0.030116358658453114,0.9317083112141342,-0.07073548408241292,0.0,277.165909690965,False,0.2918562169507344
O:AAPL260529P00277500,put,277.5,2026-05-29,2026-05-19,0.46,0.46,0.33,0.33,86,0.4295,34,298.9700012207031,0.02737850787132101,0.9281867708029552,-0.074522304805228,0.0,277.1962649092564,False,0.28821764337426475
O:AAPL260529P00277500,put,277.5,2026-05-29,2026-05-20,0.27,0.28,0.21,0.25,77,0.2608,17,302.25,0.024640657084188913,0.9181141439205955,-0.08543355630841284,0.0,277.22662345205214,False,0.3192941037706556
O:AAPL260529P00277500,put,277.5,2026-05-29,2026-05-21,0.16,0.16,0.11,0.11,522,0.1487,17,304.989990234375,0.02190280629705681,0.9098659263759777,-0.09445802397868185,0.0,277.25698531971636,False,0.31871333187780565
O:AAPL260529P00277500,put,277.5,2026-05-29,2026-05-22,0.1,0.1,0.06,0.06,181,0.0769,14,308.82000732421875,0.019164955509924708,0.8985816767650775,-0.10693767342301759,0.0,277.28735051261316,False,0.34631721989445696
O:AAPL260529P00277500,put,277.5,2026-05-29,2026-05-26,0.02,0.04,0.02,0.03,581,0.0293,23,308.3299865722656,0.008213552361396304,0.9000097690302342,-0.1053496612386977,0.0,277.4088445438107,False,0.4769220711378406
O:AAPL260529P00277500,put,277.5,2026-05-29,2026-05-27,0.02,0.02,0.01,0.02,522,0.0198,32,310.8500061035156,0.0054757015742642025,0.8927135098964425,-0.1134895671637795,0.0,277.43922636833406,False,0.5950008284642335
O:AAPL260529P00280000,put,280.0,2026-05-29,2026-05-11,2.17,2.45,1.8,2.07,407,2.0714,105,292.67999267578125,0.049281314168377825,0.9566762573695031,-0.04429023382191502,0.0,279.44859294116065,False,0.26495350684338376
O:AAPL260529P00280000,put,280.0,2026-05-29,2026-05-12,1.9,1.9,1.46,1.47,886,1.601,176,294.79998779296875,0.04654346338124572,0.9497965115135539,-0.05150751573809101,0.0,279.4791981589863,False,0.2600169196138154
O:AAPL260529P00280000,put,280.0,2026-05-29,2026-05-13,1.67,1.67,0.9,0.97,416,1.1412,123,298.8699951171875,0.04380561259411362,0.9368621961873806,-0.06521907672979725,0.0,279.50980672869633,False,0.2721297018986686
O:AAPL260529P00280000,put,280.0,2026-05-29,2026-05-14,0.95,1.24,0.85,0.91,289,1.0307,93,298.2099914550781,0.04106776180698152,0.9389356762789042,-0.0630083044856526,0.0,279.5404186506578,False,0.26912925227297185
O:AAPL260529P00280000,put,280.0,2026-05-29,2026-05-15,0.99,1.03,0.53,0.59,428,0.6702,121,300.2300109863281,0.038329911019849415,0.9326182918227673,-0.06975928100789118,0.0,279.57103392523777,False,0.26577276912657344
O:AAPL260529P00280000,put,280.0,2026-05-29,2026-05-18,0.58,0.91,0.56,0.65,640,0.731,147,297.8399963378906,0.030116358658453114,0.9401020797836309,-0.061766814099652526,0.0,279.6628998683611,False,0.2807079737272876
O:AAPL260529P00280000,put,280.0,2026-05-29,2026-05-19,0.65,0.65,0.42,0.42,404,0.5127,120,298.9700012207031,0.02737850787132101,0.936548813783162,-0.0655536348224676,0.0,279.6935285570876,False,0.2753615909959167
O:AAPL260529P00280000,put,280.0,2026-05-29,2026-05-20,0.37,0.38,0.24,0.26,832,0.2989,155,302.25,0.024640657084188913,0.9263854425144747,-0.07646488632565247,0.0,279.7241606002688,False,0.29429682695425685
O:AAPL260529P00280000,put,280.0,2026-05-29,2026-05-21,0.27,0.27,0.12,0.12,486,0.1705,89,304.989990234375,0.02190280629705681,0.9180629167036892,-0.08548935399592147,0.0,279.75479599827236,False,0.29712366479381597
O:AAPL260529P00280000,put,280.0,2026-05-29,2026-05-22,0.11,0.12,0.05,0.08,1197,0.0809,145,308.82000732421875,0.019164955509924708,0.9066770071863846,-0.09796900344025714,0.0,279.7854347514655,False,0.334196550321245
O:AAPL260529P00280000,put,280.0,2026-05-29,2026-05-26,2.25,2.25,0.02,0.03,903,0.0399,103,308.3299865722656,0.008213552361396304,0.9081179651476237,-0.09638099125593735,0.0,279.90802332348466,False,0.440843135492357
O:AAPL260529P00280000,put,280.0,2026-05-29,2026-05-27,0.03,0.04,0.01,0.02,62,0.0244,32,310.8500061035156,0.0054757015742642025,0.9007559739495635,-0.10452089718101919,0.0,279.93867885813887,False,0.5527537466223464
O:AAPL260529P00282500,put,282.5,2026-05-29,2026-05-11,2.63,2.7,2.31,2.58,62,2.5352,33,292.67999267578125,0.049281314168377825,0.9652180096674451,-0.035401286404669025,0.0,281.9436696638496,False,0.2596972756565606
O:AAPL260529P00282500,put,282.5,2026-05-29,2026-05-12,2.3,2.3,1.89,1.89,274,2.0249,37,294.79998779296875,0.04654346338124572,0.9582768375092107,-0.04261856832084498,0.0,281.9745481425487,False,0.2556863886988667
O:AAPL260529P00282500,put,282.5,2026-05-29,2026-05-13,1.62,1.72,1.13,1.24,315,1.1838,25,298.8699951171875,0.04380561259411362,0.945227037224768,-0.05633012931255122,0.0,282.0054300030597,False,0.26607489476121915
O:AAPL260529P00282500,put,282.5,2026-05-29,2026-05-14,1.16,1.38,1.08,1.08,129,1.2127,27,298.2099914550781,0.04106776180698152,0.9473190305313943,-0.05411935706840664,0.0,282.0363152457529,False,0.25565382501105427
O:AAPL260529P00282500,put,282.5,2026-05-29,2026-05-15,1.21,1.21,0.66,0.76,317,0.7837,32,300.2300109863281,0.038329911019849415,0.9409452408568991,-0.060870333590645226,0.0,282.0672038709988,False,0.25740233629305065
O:AAPL260529P00282500,put,282.5,2026-05-29,2026-05-18,0.7,1.2,0.7,0.81,401,0.973,79,297.8399963378906,0.030116358658453114,0.9484958483531276,-0.05287786668240651,0.0,282.15989004575715,False,0.2674362739810435
O:AAPL260529P00282500,put,282.5,2026-05-29,2026-05-19,0.79,0.82,0.55,0.55,336,0.6732,47,298.9700012207031,0.02737850787132101,0.9449108567633688,-0.05666468740522155,0.0,282.1907922049187,False,0.26390475270271735
O:AAPL260529P00282500,put,282.5,2026-05-29,2026-05-20,0.52,0.52,0.32,0.32,838,0.3671,52,302.25,0.024640657084188913,0.9346567411083541,-0.06757593890840638,0.0,282.2216977484855,False,0.2785738028096463
O:AAPL260529P00282500,put,282.5,2026-05-29,2026-05-21,0.3,0.3,0.15,0.15,816,0.2287,130,304.989990234375,0.02190280629705681,0.9262599070314007,-0.07660040657867546,0.0,282.25260667682835,False,0.28152870029416605
O:AAPL260529P00282500,put,282.5,2026-05-29,2026-05-22,0.12,0.13,0.08,0.13,1431,0.1016,63,308.82000732421875,0.019164955509924708,0.9147723376076915,-0.08908005602301117,0.0,282.2835189903179,False,0.3320381057913117
O:AAPL260529P00282500,put,282.5,2026-05-29,2026-05-26,0.04,0.05,0.03,0.04,38,0.0374,16,308.3299865722656,0.008213552361396304,0.9162261612650132,-0.08749204383869126,0.0,282.4072021031586,False,0.41964407453004493
O:AAPL260529P00282500,put,282.5,2026-05-29,2026-05-27,0.03,0.03,0.02,0.02,5,0.026,4,310.8500061035156,0.0054757015742642025,0.9087984380026847,-0.09563194976377312,0.0,282.4381313479437,False,0.5105968922897668
O:AAPL260529P00282500,put,282.5,2026-05-29,2026-05-28,0.08,0.08,0.01,0.02,13,0.0169,4,312.510009765625,0.0027378507871321013,0.9039710446774751,-0.10095794932697107,0.0,282.4690639801005,False,0.7566848124404219
O:AAPL260529P00285000,put,285.0,2026-05-29,2026-05-11,3.01,3.75,2.84,3.1,568,3.1804,105,292.67999267578125,0.049281314168377825,0.9737597619653872,-0.02659065672251405,0.0,284.4387463865385,False,0.25022539665773286
O:AAPL260529P00285000,put,285.0,2026-05-29,2026-05-12,3.0,3.0,2.3,2.38,937,2.6601,93,294.79998779296875,0.04654346338124572,0.9667571635048674,-0.03380793863869008,0.0,284.4698981261111,False,0.2499553725149545
O:AAPL260529P00285000,put,285.0,2026-05-29,2026-05-13,2.42,2.42,1.4,1.55,296,1.7685,118,298.8699951171875,0.04380561259411362,0.9535918782621553,-0.04751949963039633,0.0,284.50105327742307,False,0.2582958564340635
O:AAPL260529P00285000,put,285.0,2026-05-29,2026-05-14,1.44,1.96,1.42,1.55,208,1.6006,101,298.2099914550781,0.04106776180698152,0.9557023847838846,-0.045308727386251704,0.0,284.5322118408481,False,0.2589625925236579
O:AAPL260529P00285000,put,285.0,2026-05-29,2026-05-15,1.58,1.75,0.84,0.98,532,1.0392,123,300.2300109863281,0.038329911019849415,0.949272189891031,-0.05205970390849029,0.0,284.56337381675985,False,0.24909521195581402
O:AAPL260529P00285000,put,285.0,2026-05-29,2026-05-18,1.0,1.6,1.0,1.12,557,1.2698,154,297.8399963378906,0.030116358658453114,0.9568896169226243,-0.04406723700025163,0.0,284.6568802231533,False,0.2626586831065851
O:AAPL260529P00285000,put,285.0,2026-05-29,2026-05-19,1.15,1.15,0.75,0.75,356,0.8862,114,298.9700012207031,0.02737850787132101,0.9532728997435755,-0.04785405772306676,0.0,284.6880558527498,False,0.2551102801013111
O:AAPL260529P00285000,put,285.0,2026-05-29,2026-05-20,0.7,0.7,0.4,0.4,354,0.555,113,302.25,0.024640657084188913,0.9429280397022333,-0.05876530922625151,0.0,284.7192348967022,False,0.26304175919372574
O:AAPL260529P00285000,put,285.0,2026-05-29,2026-05-21,0.48,0.48,0.19,0.2,765,0.2798,270,304.989990234375,0.02190280629705681,0.9344568973591122,-0.06778977689652062,0.0,284.75041735538434,False,0.26851725493114825
O:AAPL260529P00285000,put,285.0,2026-05-29,2026-05-22,0.18,0.18,0.1,0.11,697,0.129,96,308.82000732421875,0.019164955509924708,0.9228676680289986,-0.08026942634085621,0.0,284.7816032291703,False,0.29620242597128843
O:AAPL260529P00285000,put,285.0,2026-05-29,2026-05-26,0.05,0.07,0.04,0.06,841,0.049,89,308.3299865722656,0.008213552361396304,0.9243343573824027,-0.07868141415653643,0.0,284.9063808828326,False,0.40426184290094236
O:AAPL260529P00285000,put,285.0,2026-05-29,2026-05-27,0.04,0.04,0.02,0.03,766,0.0216,47,310.8500061035156,0.0054757015742642025,0.9168409020558058,-0.08682132008161818,0.0,284.9375838377485,False,0.49139560509657776
O:AAPL260529P00287500,put,287.5,2026-05-29,2026-05-11,4.0,4.5,3.44,3.9,247,4.0672,37,292.67999267578125,0.049281314168377825,0.9823015142633291,-0.017856976753759475,0.0,286.9338231092275,False,0.24801865360597464
O:AAPL260529P00287500,put,287.5,2026-05-29,2026-05-12,3.75,3.75,2.9,2.9,32,3.2375,15,294.79998779296875,0.04654346338124572,0.9752374895005241,-0.025074258669935474,0.0,286.96524810967344,False,0.24066887856509364
O:AAPL260529P00287500,put,287.5,2026-05-29,2026-05-13,3.07,3.07,1.84,1.97,135,2.2424,51,298.8699951171875,0.04380561259411362,0.9619567192995426,-0.03878581966164173,0.0,286.99667655178644,False,0.25246979600556213
O:AAPL260529P00287500,put,287.5,2026-05-29,2026-05-14,2.06,2.63,1.78,1.95,410,2.2762,78,298.2099914550781,0.04106776180698152,0.9640857390363747,-0.03657504741749717,0.0,287.02810843594324,False,0.2511649115421193
O:AAPL260529P00287500,put,287.5,2026-05-29,2026-05-15,2.04,2.05,1.08,1.33,163,1.372,40,300.2300109863281,0.038329911019849415,0.9575991389251629,-0.04332602393973564,0.0,287.0595437625209,False,0.2453388746195072
