underlying,contract,type,strike,expiration,date,open,high,low,close,volume,vwap,transactions
AAPL,O:AAPL260612P00270000,put,270,2026-06-12,2026-05-13,1.62,1.62,1.13,1.24,132,1.3138,51
AAPL,O:AAPL260612P00270000,put,270,2026-06-12,2026-05-14,1.17,1.4,1.1,1.1,171,1.2065,36
AAPL,O:AAPL260612P00270000,put,270,2026-06-12,2026-05-15,1.16,1.16,0.85,0.99,77,1.0148,42
AAPL,O:AAPL260612P00270000,put,270,2026-06-12,2026-05-18,1,1.32,1,1.05,308,1.1067,40
AAPL,O:AAPL260612P00270000,put,270,2026-06-12,2026-05-19,0.95,1.04,0.87,0.9,191,0.9265,26
AAPL,O:AAPL260612P00270000,put,270,2026-06-12,2026-05-20,0.87,0.87,0.66,0.67,288,0.7027,57
AAPL,O:AAPL260612P00270000,put,270,2026-06-12,2026-05-21,0.65,0.69,0.5,0.51,268,0.5967,52
AAPL,O:AAPL260612P00270000,put,270,2026-06-12,2026-05-22,0.46,0.58,0.32,0.38,138,0.4012,105
AAPL,O:AAPL260612P00270000,put,270,2026-06-12,2026-05-26,0.35,0.35,0.29,0.31,99,0.3122,29
AAPL,O:AAPL260612P00270000,put,270,2026-06-12,2026-05-27,0.35,0.35,0.24,0.28,48,0.2738,24
AAPL,O:AAPL260612P00270000,put,270,2026-06-12,2026-05-28,0.2,0.27,0.2,0.26,81,0.2359,63
AAPL,O:AAPL260612P00270000,put,270,2026-06-12,2026-05-29,0.18,0.23,0.17,0.19,76,0.1958,16
AAPL,O:AAPL260612P00270000,put,270,2026-06-12,2026-06-01,0.2,0.26,0.1,0.25,162,0.1583,18
AAPL,O:AAPL260612P00270000,put,270,2026-06-12,2026-06-02,0.19,0.21,0.14,0.15,26,0.1869,17
AAPL,O:AAPL260612P00270000,put,270,2026-06-12,2026-06-03,0.11,0.15,0.11,0.15,13,0.1469,4
AAPL,O:AAPL260612P00270000,put,270,2026-06-12,2026-06-04,0.13,0.15,0.08,0.09,269,0.1274,53
AAPL,O:AAPL260612P00270000,put,270,2026-06-12,2026-06-05,0.12,0.23,0.08,0.18,115,0.1337,29
AAPL,O:AAPL260612P00270000,put,270,2026-06-12,2026-06-08,0.17,0.17,0.06,0.11,315,0.1025,70
AAPL,O:AAPL260612P00270000,put,270,2026-06-12,2026-06-09,0.11,0.4,0.07,0.15,1570,0.2105,342
AAPL,O:AAPL260612P00275000,put,275,2026-06-12,2026-05-11,2.64,2.98,2.37,2.57,147,2.6251,76
AAPL,O:AAPL260612P00275000,put,275,2026-06-12,2026-05-12,2.48,2.48,2.16,2.16,95,2.2856,45
AAPL,O:AAPL260612P00275000,put,275,2026-06-12,2026-05-13,2.12,2.2,1.54,1.65,63,1.827,42
AAPL,O:AAPL260612P00275000,put,275,2026-06-12,2026-05-14,1.61,1.9,1.58,1.58,34,1.67,24
AAPL,O:AAPL260612P00275000,put,275,2026-06-12,2026-05-15,1.7,1.7,1.17,1.34,77,1.3249,44
AAPL,O:AAPL260612P00275000,put,275,2026-06-12,2026-05-18,1.4,1.82,1.33,1.5,536,1.5379,66
AAPL,O:AAPL260612P00275000,put,275,2026-06-12,2026-05-19,1.57,1.57,1.25,1.29,58,1.3188,27
AAPL,O:AAPL260612P00275000,put,275,2026-06-12,2026-05-20,1.18,1.18,0.91,0.92,58,1.0445,31
AAPL,O:AAPL260612P00275000,put,275,2026-06-12,2026-05-21,0.99,0.99,0.67,0.68,803,0.7446,88
AAPL,O:AAPL260612P00275000,put,275,2026-06-12,2026-05-22,0.6,0.63,0.45,0.5,1158,0.5235,66
AAPL,O:AAPL260612P00275000,put,275,2026-06-12,2026-05-26,0.47,0.47,0.38,0.41,343,0.4252,35
AAPL,O:AAPL260612P00275000,put,275,2026-06-12,2026-05-27,0.41,0.41,0.33,0.35,111,0.3454,35
AAPL,O:AAPL260612P00275000,put,275,2026-06-12,2026-05-28,0.33,0.33,0.28,0.28,26,0.3023,17
AAPL,O:AAPL260612P00275000,put,275,2026-06-12,2026-05-29,0.25,0.26,0.22,0.23,31,0.2361,17
AAPL,O:AAPL260612P00275000,put,275,2026-06-12,2026-06-01,0.27,0.31,0.22,0.3,77,0.2821,27
AAPL,O:AAPL260612P00275000,put,275,2026-06-12,2026-06-02,0.26,0.26,0.18,0.18,61,0.2077,14
AAPL,O:AAPL260612P00275000,put,275,2026-06-12,2026-06-03,0.16,0.22,0.16,0.2,116,0.1873,18
AAPL,O:AAPL260612P00275000,put,275,2026-06-12,2026-06-04,0.17,0.19,0.11,0.16,45,0.1636,19
AAPL,O:AAPL260612P00275000,put,275,2026-06-12,2026-06-05,0.11,0.26,0.08,0.25,301,0.166,39
AAPL,O:AAPL260612P00275000,put,275,2026-06-12,2026-06-08,0.13,0.19,0.07,0.14,887,0.123,65
AAPL,O:AAPL260612P00275000,put,275,2026-06-12,2026-06-09,0.12,0.71,0.1,0.27,3545,0.287,577
AAPL,O:AAPL260612P00277500,put,277.5,2026-06-12,2026-05-29,0.29,0.29,0.28,0.28,11,0.2891,2
AAPL,O:AAPL260612P00277500,put,277.5,2026-06-12,2026-06-01,0.27,0.34,0.27,0.34,19,0.31,5
AAPL,O:AAPL260612P00277500,put,277.5,2026-06-12,2026-06-02,0.32,0.32,0.22,0.22,31,0.2232,2
AAPL,O:AAPL260612P00277500,put,277.5,2026-06-12,2026-06-03,0.2,0.24,0.2,0.24,46,0.2252,6
AAPL,O:AAPL260612P00277500,put,277.5,2026-06-12,2026-06-04,0.23,0.24,0.23,0.24,51,0.2304,12
AAPL,O:AAPL260612P00277500,put,277.5,2026-06-12,2026-06-05,0.14,0.31,0.14,0.29,12,0.2642,10
AAPL,O:AAPL260612P00277500,put,277.5,2026-06-12,2026-06-08,0.14,0.26,0.11,0.19,136,0.1583,36
AAPL,O:AAPL260612P00277500,put,277.5,2026-06-12,2026-06-09,0.19,1,0.14,0.37,1695,0.4535,276
AAPL,O:AAPL260612P00280000,put,280,2026-06-12,2026-05-11,3.65,4.21,3.4,3.58,186,3.9551,46
AAPL,O:AAPL260612P00280000,put,280,2026-06-12,2026-05-12,3.5,3.5,3,3,86,3.1409,25
AAPL,O:AAPL260612P00280000,put,280,2026-06-12,2026-05-13,3.09,3.09,2.13,2.28,99,2.5144,47
AAPL,O:AAPL260612P00280000,put,280,2026-06-12,2026-05-14,2.28,2.97,2.03,2.2,89,2.3801,41
AAPL,O:AAPL260612P00280000,put,280,2026-06-12,2026-05-15,2.31,2.35,1.54,1.9,152,1.8813,54
AAPL,O:AAPL260612P00280000,put,280,2026-06-12,2026-05-18,1.84,2.57,1.84,2.04,394,2.1827,57
AAPL,O:AAPL260612P00280000,put,280,2026-06-12,2026-05-19,1.78,2.1,1.72,1.78,139,1.9093,38
AAPL,O:AAPL260612P00280000,put,280,2026-06-12,2026-05-20,1.71,1.71,1.27,1.3,111,1.4656,37
AAPL,O:AAPL260612P00280000,put,280,2026-06-12,2026-05-21,1.35,1.35,0.95,0.95,251,1.1329,68
AAPL,O:AAPL260612P00280000,put,280,2026-06-12,2026-05-22,0.85,0.87,0.63,0.68,185,0.6853,69
AAPL,O:AAPL260612P00280000,put,280,2026-06-12,2026-05-26,0.59,0.65,0.5,0.57,171,0.5305,55
AAPL,O:AAPL260612P00280000,put,280,2026-06-12,2026-05-27,0.49,0.49,0.4,0.45,424,0.4333,57
AAPL,O:AAPL260612P00280000,put,280,2026-06-12,2026-05-28,0.6,0.6,0.36,0.36,178,0.3934,34
AAPL,O:AAPL260612P00280000,put,280,2026-06-12,2026-05-29,0.41,0.41,0.3,0.3,64,0.3214,19
AAPL,O:AAPL260612P00280000,put,280,2026-06-12,2026-06-01,0.32,0.43,0.32,0.38,180,0.369,48
AAPL,O:AAPL260612P00280000,put,280,2026-06-12,2026-06-02,0.4,0.4,0.22,0.24,255,0.2537,32
AAPL,O:AAPL260612P00280000,put,280,2026-06-12,2026-06-03,0.23,0.3,0.19,0.28,96,0.2305,15
AAPL,O:AAPL260612P00280000,put,280,2026-06-12,2026-06-04,0.33,0.33,0.16,0.17,32,0.2272,13
AAPL,O:AAPL260612P00280000,put,280,2026-06-12,2026-06-05,0.14,0.42,0.12,0.35,2113,0.2078,183
AAPL,O:AAPL260612P00280000,put,280,2026-06-12,2026-06-08,0.3,0.34,0.1,0.26,1753,0.2339,203
AAPL,O:AAPL260612P00280000,put,280,2026-06-12,2026-06-09,0.26,1.4,0.18,0.6,9530,0.6059,1413
AAPL,O:AAPL260612P00282500,put,282.5,2026-06-12,2026-05-29,0.35,0.37,0.35,0.37,6,0.3567,2
AAPL,O:AAPL260612P00282500,put,282.5,2026-06-12,2026-06-01,0.38,0.5,0.38,0.45,11,0.4673,4
AAPL,O:AAPL260612P00282500,put,282.5,2026-06-12,2026-06-02,0.42,0.42,0.28,0.28,7,0.3686,7
AAPL,O:AAPL260612P00282500,put,282.5,2026-06-12,2026-06-03,0.32,0.32,0.32,0.32,1400,0.32,1
AAPL,O:AAPL260612P00282500,put,282.5,2026-06-12,2026-06-04,0.31,0.31,0.19,0.19,1162,0.2527,59
AAPL,O:AAPL260612P00282500,put,282.5,2026-06-12,2026-06-05,0.24,0.48,0.24,0.45,84,0.3744,22
AAPL,O:AAPL260612P00282500,put,282.5,2026-06-12,2026-06-08,0.23,0.4,0.14,0.35,300,0.295,71
AAPL,O:AAPL260612P00282500,put,282.5,2026-06-12,2026-06-09,0.34,1.96,0.26,0.87,3303,0.8554,995
AAPL,O:AAPL260612P00285000,put,285,2026-06-12,2026-05-11,5.64,5.67,4.65,5.5,115,5.3396,44
AAPL,O:AAPL260612P00285000,put,285,2026-06-12,2026-05-12,4.52,4.57,4.1,4.1,197,4.3704,29
AAPL,O:AAPL260612P00285000,put,285,2026-06-12,2026-05-13,3.71,4.07,3.01,3.26,173,3.4679,50
AAPL,O:AAPL260612P00285000,put,285,2026-06-12,2026-05-14,3.48,4,3.05,3.14,183,3.323,44
AAPL,O:AAPL260612P00285000,put,285,2026-06-12,2026-05-15,3.45,3.45,2.22,2.68,232,2.8901,67
AAPL,O:AAPL260612P00285000,put,285,2026-06-12,2026-05-18,2.61,3.62,2.54,2.93,209,3.1138,52
AAPL,O:AAPL260612P00285000,put,285,2026-06-12,2026-05-19,3.1,3.1,2.43,2.53,309,2.6626,48
AAPL,O:AAPL260612P00285000,put,285,2026-06-12,2026-05-20,2.4,2.4,1.88,1.9,98,2.1786,53
AAPL,O:AAPL260612P00285000,put,285,2026-06-12,2026-05-21,1.9,1.94,1.35,1.38,711,1.6001,95
AAPL,O:AAPL260612P00285000,put,285,2026-06-12,2026-05-22,1.16,1.16,0.85,0.92,491,1.0128,66
AAPL,O:AAPL260612P00285000,put,285,2026-06-12,2026-05-26,0.8,0.82,0.67,0.8,448,0.7395,81
AAPL,O:AAPL260612P00285000,put,285,2026-06-12,2026-05-27,0.74,0.81,0.57,0.61,454,0.624,38
AAPL,O:AAPL260612P00285000,put,285,2026-06-12,2026-05-28,0.65,0.65,0.46,0.46,92,0.533,31
AAPL,O:AAPL260612P00285000,put,285,2026-06-12,2026-05-29,0.4,0.46,0.4,0.4,706,0.4283,93
AAPL,O:AAPL260612P00285000,put,285,2026-06-12,2026-06-01,0.47,0.68,0.45,0.63,1361,0.519,65
AAPL,O:AAPL260612P00285000,put,285,2026-06-12,2026-06-02,0.6,0.62,0.3,0.3,77,0.4142,40
AAPL,O:AAPL260612P00285000,put,285,2026-06-12,2026-06-03,0.32,0.43,0.27,0.43,400,0.3755,58
AAPL,O:AAPL260612P00285000,put,285,2026-06-12,2026-06-04,0.35,0.39,0.23,0.24,521,0.3002,71
AAPL,O:AAPL260612P00285000,put,285,2026-06-12,2026-06-05,0.22,0.62,0.17,0.56,1531,0.2628,202
AAPL,O:AAPL260612P00285000,put,285,2026-06-12,2026-06-08,0.27,0.51,0.17,0.46,1123,0.3565,307
AAPL,O:AAPL260612P00285000,put,285,2026-06-12,2026-06-09,0.45,2.76,0.34,1.34,10806,1.3198,2118
AAPL,O:AAPL260612P00287500,put,287.5,2026-06-12,2026-05-26,0.98,0.98,0.85,0.88,25,0.878,7
AAPL,O:AAPL260612P00287500,put,287.5,2026-06-12,2026-05-27,0.79,0.82,0.69,0.74,36,0.735,11
AAPL,O:AAPL260612P00287500,put,287.5,2026-06-12,2026-05-28,0.67,0.67,0.63,0.63,3,0.6467,3
AAPL,O:AAPL260612P00287500,put,287.5,2026-06-12,2026-05-29,0.55,0.56,0.52,0.52,943,0.53,62
AAPL,O:AAPL260612P00287500,put,287.5,2026-06-12,2026-06-01,0.56,0.85,0.56,0.78,95,0.7338,33
AAPL,O:AAPL260612P00287500,put,287.5,2026-06-12,2026-06-02,0.62,0.62,0.37,0.37,1038,0.3743,14
AAPL,O:AAPL260612P00287500,put,287.5,2026-06-12,2026-06-03,0.43,0.54,0.43,0.51,149,0.46,30
AAPL,O:AAPL260612P00287500,put,287.5,2026-06-12,2026-06-04,0.49,0.49,0.28,0.28,1726,0.3236,161
AAPL,O:AAPL260612P00287500,put,287.5,2026-06-12,2026-06-05,0.23,0.76,0.23,0.67,354,0.4559,102
AAPL,O:AAPL260612P00287500,put,287.5,2026-06-12,2026-06-08,0.42,0.68,0.19,0.65,1652,0.5086,306
AAPL,O:AAPL260612P00287500,put,287.5,2026-06-12,2026-06-09,0.63,3.75,0.5,2,6745,2.2078,1824
AAPL,O:AAPL260612P00290000,put,290,2026-06-12,2026-05-11,7.13,7.7,6.6,7.2,279,7.0219,44
AAPL,O:AAPL260612P00290000,put,290,2026-06-12,2026-05-12,6.5,6.6,5.65,6,439,6.2805,35
AAPL,O:AAPL260612P00290000,put,290,2026-06-12,2026-05-13,6,6,4.22,4.5,172,5.1549,63
AAPL,O:AAPL260612P00290000,put,290,2026-06-12,2026-05-14,4.7,5.61,4.4,4.55,228,4.7771,63
AAPL,O:AAPL260612P00290000,put,290,2026-06-12,2026-05-15,4.8,4.86,3.2,3.69,185,3.7419,39
AAPL,O:AAPL260612P00290000,put,290,2026-06-12,2026-05-18,3.7,5.1,3.69,4.22,316,4.6368,63
AAPL,O:AAPL260612P00290000,put,290,2026-06-12,2026-05-19,3.6,4.35,3.5,3.5,102,3.9942,33
AAPL,O:AAPL260612P00290000,put,290,2026-06-12,2026-05-20,3.7,3.7,2.77,2.77,127,3.2702,41
AAPL,O:AAPL260612P00290000,put,290,2026-06-12,2026-05-21,3.1,3.1,1.95,2,133,2.2943,54
AAPL,O:AAPL260612P00290000,put,290,2026-06-12,2026-05-22,1.6,1.64,1.21,1.41,359,1.3487,106
AAPL,O:AAPL260612P00290000,put,290,2026-06-12,2026-05-26,1.28,1.28,0.96,1.15,314,1.0458,80
AAPL,O:AAPL260612P00290000,put,290,2026-06-12,2026-05-27,1.11,1.11,0.83,0.91,59,0.9053,23
AAPL,O:AAPL260612P00290000,put,290,2026-06-12,2026-05-28,0.97,0.97,0.61,0.64,120,0.8263,43
AAPL,O:AAPL260612P00290000,put,290,2026-06-12,2026-05-29,0.71,0.71,0.53,0.58,207,0.6314,56
AAPL,O:AAPL260612P00290000,put,290,2026-06-12,2026-06-01,0.61,1.11,0.61,1.03,570,0.9482,100
AAPL,O:AAPL260612P00290000,put,290,2026-06-12,2026-06-02,0.9,0.91,0.45,0.45,815,0.6977,163
AAPL,O:AAPL260612P00290000,put,290,2026-06-12,2026-06-03,0.43,0.72,0.4,0.65,316,0.5953,64
AAPL,O:AAPL260612P00290000,put,290,2026-06-12,2026-06-04,0.52,0.61,0.37,0.38,2722,0.4479,193
AAPL,O:AAPL260612P00290000,put,290,2026-06-12,2026-06-05,0.34,1.04,0.28,0.87,1757,0.5652,334
AAPL,O:AAPL260612P00290000,put,290,2026-06-12,2026-06-08,0.35,0.93,0.25,0.9,3805,0.6148,851
AAPL,O:AAPL260612P00290000,put,290,2026-06-12,2026-06-09,0.9,5.15,0.73,2.97,17463,2.5631,4198
AAPL,O:AAPL260612P00292500,put,292.5,2026-06-12,2026-05-26,1.24,1.42,1.18,1.38,100,1.3918,18
AAPL,O:AAPL260612P00292500,put,292.5,2026-06-12,2026-05-27,1.2,1.2,0.97,1.1,352,1.0136,40
AAPL,O:AAPL260612P00292500,put,292.5,2026-06-12,2026-05-28,1.15,1.15,0.81,0.81,47,0.9517,14
AAPL,O:AAPL260612P00292500,put,292.5,2026-06-12,2026-05-29,0.72,0.92,0.68,0.68,91,0.7698,19
AAPL,O:AAPL260612P00292500,put,292.5,2026-06-12,2026-06-01,0.92,1.36,0.84,1.18,235,1.1411,64
AAPL,O:AAPL260612P00292500,put,292.5,2026-06-12,2026-06-02,1.07,1.07,0.55,0.55,292,0.7736,118
AAPL,O:AAPL260612P00292500,put,292.5,2026-06-12,2026-06-03,0.58,0.9,0.47,0.83,178,0.6526,40
AAPL,O:AAPL260612P00292500,put,292.5,2026-06-12,2026-06-04,0.75,0.75,0.49,0.5,109,0.6436,41
AAPL,O:AAPL260612P00292500,put,292.5,2026-06-12,2026-06-05,0.42,1.31,0.37,1.15,1134,0.738,184
AAPL,O:AAPL260612P00292500,put,292.5,2026-06-12,2026-06-08,0.88,1.32,0.31,1.27,2340,0.8107,463
AAPL,O:AAPL260612P00292500,put,292.5,2026-06-12,2026-06-09,1.38,6.52,1.11,4.19,7991,3.0138,1974
AAPL,O:AAPL260612P00295000,put,295,2026-06-12,2026-05-11,9.45,10.3,8.7,9.44,189,9.23,24
AAPL,O:AAPL260612P00295000,put,295,2026-06-12,2026-05-12,8.9,8.9,7.85,7.95,108,8.3714,36
AAPL,O:AAPL260612P00295000,put,295,2026-06-12,2026-05-13,7.1,7.72,5.82,6.2,1303,7.4061,123
AAPL,O:AAPL260612P00295000,put,295,2026-06-12,2026-05-14,6.2,7.85,6.01,6.14,98,6.7074,35
AAPL,O:AAPL260612P00295000,put,295,2026-06-12,2026-05-15,6.65,7.05,4.5,5.3,1180,5.702,90
AAPL,O:AAPL260612P00295000,put,295,2026-06-12,2026-05-18,5.27,7.24,5.15,5.9,180,6.4453,64
AAPL,O:AAPL260612P00295000,put,295,2026-06-12,2026-05-19,5.8,6.15,4.9,5.24,195,5.4777,72
AAPL,O:AAPL260612P00295000,put,295,2026-06-12,2026-05-20,4.6,5.2,4,4.1,472,4.5739,63
AAPL,O:AAPL260612P00295000,put,295,2026-06-12,2026-05-21,4.1,4.1,2.8,2.81,370,3.3303,74
AAPL,O:AAPL260612P00295000,put,295,2026-06-12,2026-05-22,2.75,2.75,1.77,2.11,303,2.0443,73
AAPL,O:AAPL260612P00295000,put,295,2026-06-12,2026-05-26,1.77,1.82,1.4,1.8,331,1.5226,89
AAPL,O:AAPL260612P00295000,put,295,2026-06-12,2026-05-27,1.47,1.52,1.21,1.4,1457,1.4515,99
AAPL,O:AAPL260612P00295000,put,295,2026-06-12,2026-05-28,1.41,1.45,1.03,1.03,170,1.2239,53
AAPL,O:AAPL260612P00295000,put,295,2026-06-12,2026-05-29,0.99,1.17,0.84,0.87,616,1.0501,84
AAPL,O:AAPL260612P00295000,put,295,2026-06-12,2026-06-01,1.15,1.91,1.1,1.7,482,1.4073,120
AAPL,O:AAPL260612P00295000,put,295,2026-06-12,2026-06-02,1.58,1.58,0.65,0.67,934,0.9946,117
AAPL,O:AAPL260612P00295000,put,295,2026-06-12,2026-06-03,0.72,1.19,0.58,1.11,842,0.8137,120
AAPL,O:AAPL260612P00295000,put,295,2026-06-12,2026-06-04,0.84,1.1,0.66,0.69,499,0.8673,95
AAPL,O:AAPL260612P00295000,put,295,2026-06-12,2026-06-05,0.54,1.71,0.48,1.49,1490,0.8846,462
AAPL,O:AAPL260612P00295000,put,295,2026-06-12,2026-06-08,1.23,1.86,0.4,1.78,4666,1.221,1017
AAPL,O:AAPL260612P00295000,put,295,2026-06-12,2026-06-09,2.01,8.31,1.63,6,11800,3.5047,2864
AAPL,O:AAPL260612P00297500,put,297.5,2026-06-12,2026-05-26,2.22,2.51,1.71,2.51,63,1.8829,23
AAPL,O:AAPL260612P00297500,put,297.5,2026-06-12,2026-05-27,1.97,2,1.53,1.72,91,1.742,21
AAPL,O:AAPL260612P00297500,put,297.5,2026-06-12,2026-05-28,1.73,1.76,1.47,1.47,57,1.5102,17
AAPL,O:AAPL260612P00297500,put,297.5,2026-06-12,2026-05-29,1.18,1.47,1.1,1.26,364,1.1563,61
AAPL,O:AAPL260612P00297500,put,297.5,2026-06-12,2026-06-01,1.47,2.4,1.42,2.17,234,1.9664,69
AAPL,O:AAPL260612P00297500,put,297.5,2026-06-12,2026-06-02,1.66,1.7,0.88,0.93,83,1.1273,37
AAPL,O:AAPL260612P00297500,put,297.5,2026-06-12,2026-06-03,0.8,1.56,0.72,1.4,194,1.2446,65
AAPL,O:AAPL260612P00297500,put,297.5,2026-06-12,2026-06-04,1.29,1.31,0.91,0.95,299,1.1354,43
AAPL,O:AAPL260612P00297500,put,297.5,2026-06-12,2026-06-05,0.73,2.13,0.6,1.87,1277,1.2851,271
AAPL,O:AAPL260612P00297500,put,297.5,2026-06-12,2026-06-08,1.06,2.64,0.5,2.48,5690,1.694,661
AAPL,O:AAPL260612P00297500,put,297.5,2026-06-12,2026-06-09,2.54,10.3,2.4,7.58,2889,4.9097,895
AAPL,O:AAPL260612P00300000,put,300,2026-06-12,2026-05-11,13.4,13.4,11.8,12.08,15,12.03,5
AAPL,O:AAPL260612P00300000,put,300,2026-06-12,2026-05-12,11.32,11.32,10.6,10.6,105,10.9576,27
AAPL,O:AAPL260612P00300000,put,300,2026-06-12,2026-05-13,9.4,10.26,7.95,8.35,148,9.5314,35
AAPL,O:AAPL260612P00300000,put,300,2026-06-12,2026-05-14,8.1,9.3,8.06,8.64,49,8.4529,16
AAPL,O:AAPL260612P00300000,put,300,2026-06-12,2026-05-15,8.75,9.1,6.3,7.45,262,7.4262,123
AAPL,O:AAPL260612P00300000,put,300,2026-06-12,2026-05-18,7.39,9.32,7.35,8.3,731,8.5711,35
AAPL,O:AAPL260612P00300000,put,300,2026-06-12,2026-05-19,7.45,8.6,7,7.4,990,7.7947,31
AAPL,O:AAPL260612P00300000,put,300,2026-06-12,2026-05-20,6.48,7.33,5.6,5.9,154,6.2852,50
AAPL,O:AAPL260612P00300000,put,300,2026-06-12,2026-05-21,5.95,5.95,4.2,4.38,416,4.6085,96
AAPL,O:AAPL260612P00300000,put,300,2026-06-12,2026-05-22,3.6,3.7,2.62,3.05,590,3.1002,151
AAPL,O:AAPL260612P00300000,put,300,2026-06-12,2026-05-26,2.52,2.8,2.09,2.79,372,2.4369,80
AAPL,O:AAPL260612P00300000,put,300,2026-06-12,2026-05-27,2.5,2.5,1.89,2.13,541,2.2021,122
AAPL,O:AAPL260612P00300000,put,300,2026-06-12,2026-05-28,2.2,2.35,1.65,1.65,1452,1.9486,122
AAPL,O:AAPL260612P00300000,put,300,2026-06-12,2026-05-29,1.69,1.92,1.37,1.54,998,1.6095,138
AAPL,O:AAPL260612P00300000,put,300,2026-06-12,2026-06-01,1.82,3.2,1.78,2.93,2638,2.6952,247
AAPL,O:AAPL260612P00300000,put,300,2026-06-12,2026-06-02,2.53,2.78,1.12,1.15,1262,1.7309,258
AAPL,O:AAPL260612P00300000,put,300,2026-06-12,2026-06-03,1.15,2.1,0.94,1.89,1954,1.4898,485
AAPL,O:AAPL260612P00300000,put,300,2026-06-12,2026-06-04,1.33,1.78,1.21,1.3,1717,1.4832,321
AAPL,O:AAPL260612P00300000,put,300,2026-06-12,2026-06-05,1.09,2.8,0.83,2.46,9419,1.7059,1507
AAPL,O:AAPL260612P00300000,put,300,2026-06-12,2026-06-08,1.99,3.55,0.65,3.36,20516,2.1489,3561
AAPL,O:AAPL260612P00300000,put,300,2026-06-12,2026-06-09,3.5,12.6,3.43,9.76,7646,6.85,1820
AAPL,O:AAPL260612P00302500,put,302.5,2026-06-12,2026-05-26,3.2,3.5,2.78,3.5,28,2.8621,9
AAPL,O:AAPL260612P00302500,put,302.5,2026-06-12,2026-05-27,2.94,2.94,2.55,2.76,8,2.7675,5
AAPL,O:AAPL260612P00302500,put,302.5,2026-06-12,2026-05-28,2.6,2.6,2.13,2.13,14,2.3829,12
AAPL,O:AAPL260612P00302500,put,302.5,2026-06-12,2026-05-29,1.85,2.52,1.79,1.89,504,2.0341,78
AAPL,O:AAPL260612P00302500,put,302.5,2026-06-12,2026-06-01,2.6,4,2.32,3.2,220,2.7131,50
AAPL,O:AAPL260612P00302500,put,302.5,2026-06-12,2026-06-02,2.82,2.95,1.5,1.57,281,1.911,59
AAPL,O:AAPL260612P00302500,put,302.5,2026-06-12,2026-06-03,1.3,2.75,1.23,2.5,657,2.1152,94
AAPL,O:AAPL260612P00302500,put,302.5,2026-06-12,2026-06-04,2.28,2.35,1.68,1.72,451,1.9877,95
AAPL,O:AAPL260612P00302500,put,302.5,2026-06-12,2026-06-05,1.3,3.47,1.12,3.13,1567,2.1259,357
AAPL,O:AAPL260612P00302500,put,302.5,2026-06-12,2026-06-08,1.97,4.7,0.91,4.56,4369,2.6952,960
AAPL,O:AAPL260612P00302500,put,302.5,2026-06-12,2026-06-09,4.75,15.1,4.75,12.18,7628,11.8591,1374
AAPL,O:AAPL260612P00305000,put,305,2026-06-12,2026-05-11,15.6,15.6,15.6,15.6,1,15.6,1
AAPL,O:AAPL260612P00305000,put,305,2026-06-12,2026-05-13,11.94,11.94,10.9,11.1,58,11.1874,12
AAPL,O:AAPL260612P00305000,put,305,2026-06-12,2026-05-14,12.05,12.05,11.4,11.4,14,12.0036,3
AAPL,O:AAPL260612P00305000,put,305,2026-06-12,2026-05-15,12.25,12.25,8.75,9.8,65,9.2211,17
AAPL,O:AAPL260612P00305000,put,305,2026-06-12,2026-05-18,10.02,12.76,10.02,10.8,53,11.4025,14
AAPL,O:AAPL260612P00305000,put,305,2026-06-12,2026-05-19,10.6,10.6,10.4,10.45,39,10.4577,5
AAPL,O:AAPL260612P00305000,put,305,2026-06-12,2026-05-20,9.2,9.2,8.25,8.25,15,8.4167,6
AAPL,O:AAPL260612P00305000,put,305,2026-06-12,2026-05-21,9,9,6.3,6.4,67,6.7827,32
AAPL,O:AAPL260612P00305000,put,305,2026-06-12,2026-05-22,5.9,5.9,3.9,4.75,536,4.3454,84
AAPL,O:AAPL260612P00305000,put,305,2026-06-12,2026-05-26,4.08,4.5,3.45,4.5,201,3.9894,47
AAPL,O:AAPL260612P00305000,put,305,2026-06-12,2026-05-27,3.75,3.76,2.98,3.58,433,3.4764,76
AAPL,O:AAPL260612P00305000,put,305,2026-06-12,2026-05-28,3.58,3.58,2.74,2.74,198,3.1183,64
AAPL,O:AAPL260612P00305000,put,305,2026-06-12,2026-05-29,2.36,3.24,2.22,2.54,931,2.8025,112
AAPL,O:AAPL260612P00305000,put,305,2026-06-12,2026-06-01,3.07,5.3,3.05,4.18,796,4.1823,207
AAPL,O:AAPL260612P00305000,put,305,2026-06-12,2026-06-02,3.5,3.85,1.88,1.88,1026,2.3502,146
AAPL,O:AAPL260612P00305000,put,305,2026-06-12,2026-06-03,1.99,3.6,1.62,3,1689,2.6738,241
AAPL,O:AAPL260612P00305000,put,305,2026-06-12,2026-06-04,2.66,3.15,2.21,2.34,645,2.6865,271
AAPL,O:AAPL260612P00305000,put,305,2026-06-12,2026-06-05,1.99,4.55,1.49,4.1,4387,2.7709,1050
AAPL,O:AAPL260612P00305000,put,305,2026-06-12,2026-06-08,2.98,6.2,1.24,6,17942,2.587,2567
AAPL,O:AAPL260612P00305000,put,305,2026-06-12,2026-06-09,6.45,17.09,6.15,13.96,2763,11.0396,482
AAPL,O:AAPL260612P00307500,put,307.5,2026-06-12,2026-05-26,5.1,5.49,4.7,5.41,106,5.0087,35
